3967	7	5	3040
3972	22	19	3540
3974	19	18	3470
3979	34	30	3720
3981	6	6	2970
3985	1	1	2190
3990	1	1	2190
3994	9	9	3150
3997	43	40	3830
3999	15	11	3370
4000	6	6	2970
4007	2	2	2490
4021	42	28	3820
4022	2	2	2490
4035	1	1	2190
4036	1	1	2190
4037	1	1	2190
4044	154	128	4380
4047	3	3	2670
4048	1	1	2190
4049	4	4	2790
4052	1	1	2190
4054	3	3	2670
4055	23	15	3550
4057	1	1	2190
4059	43	25	3830
4065	1	1	2190
4069	2	2	2490
4079	2	2	2490
4099	40	36	3790
4100	6	5	2970
4103	2	2	2490
4104	4	2	2790
4107	1	1	2190
4110	314	247	4690
4112	3	3	2670
4117	2	2	2490
4118	1	1	2190
4119	203	185	4500
4124	453	319	4850
4128	27	22	3620
4133	5	4	2890
4135	6	6	2970
4141	134	117	4320
4143	1	1	2190
4152	44	38	3840
4154	3	3	2670
4158	4	4	2790
4162	1376	806	5330
4164	177	145	4440
4168	120	95	4270
4170	2	2	2490
4173	290	171	4660
4174	1	1	2190
4179	10	8	3190
4180	5	1	2890
4181	1	1	2190
4182	10	6	3190
4199	1	1	2190
4201	9	9	3150
4209	50	40	3890
4212	1	1	2190
4213	3	3	2670
4215	37	35	3760
4217	60	18	3970
4218	21	11	3510
4221	312	229	4690
4223	6	6	2970
4226	8	6	3100
4228	21	18	3510
4229	1	1	2190
4236	159	119	4390
4237	1	1	2190
4238	10	7	3190
4245	2	1	2490
4246	21	20	3510
4254	4	4	2790
4255	1	1	2190
4257	1052	599	5210
4258	161	139	4400
4263	1	1	2190
4270	1	1	2190
4271	31	23	3680
4274	136	85	4330
4275	2	2	2490
4282	9	8	3150
4286	2	1	2490
4292	2	2	2490
4293	3	2	2670
4299	38	31	3770
4311	1	1	2190
4312	5	4	2890
4321	992	764	5190
4322	460	340	4860
4324	1	1	2190
4325	67	50	4020
4327	5	5	2890
4331	2	2	2490
4332	1	1	2190
4335	1609	1096	5400
4336	1	1	2190
4338	253	222	4600
4341	6	6	2970
4349	8	6	3100
4351	146	121	4360
4352	19	19	3470
4354	23	13	3550
4358	9	7	3150
