869	36945	28	997	28084
869	37362	17	997	17051
869	37398	53	997	53159
869	38909	6	997	6018
875	1187	24	248	96774
875	5026	3	248	12097
875	5530	3	248	12097
875	13140	7	248	28226
875	13511	10	248	40323
875	14318	3	248	12097
875	14336	8	248	32258
875	14408	17	248	68548
875	14411	10	248	40323
875	20921	26	248	104839
875	21119	3	248	12097
875	22212	9	248	36290
875	22234	5	248	20161
875	38433	9	248	36290
875	41194	29	248	116935
921	3369	11	679	16200
921	6581	53	679	78056
921	12383	32	679	47128
921	12396	25	679	36819
921	14408	72	679	106038
921	14411	24	679	35346
921	14412	11	679	16200
921	14414	10	679	14728
921	22212	83	679	122239
921	22226	23	679	33873
921	22228	57	679	83947
921	22231	20	679	29455
921	22234	59	679	86892
921	26364	36	679	53019
921	38717	52	679	76583
925	41194	2	6	333333
928	23617	4	11	363636
931	103	5	36	138889
931	13546	2	36	55556
931	14318	2	36	55556
931	16825	2	36	55556
931	41194	7	36	194444
932	20921	2	18	111111
932	41194	7	18	388889
933	5026	7	200	35000
933	9209	2	200	10000
933	13140	3	200	15000
933	13546	5	200	25000
933	14318	5	200	25000
933	18156	3	200	15000
933	20921	4	200	20000
933	21119	4	200	20000
933	22785	6	200	30000
933	23617	3	200	15000
933	23825	2	200	10000
933	26364	2	200	10000
933	36219	6	200	30000
933	41194	57	200	285000
934	4321	2	154	12987
934	4442	3	154	19481
934	20512	2	154	12987
934	20921	4	154	25974
934	36890	6	154	38961
934	36945	4	154	25974
934	37362	7	154	45455
934	38277	2	154	12987
938	5026	7	177	39548
938	5515	4	177	22599
938	13546	2	177	11299
938	14318	5	177	28249
938	14324	2	177	11299
938	21119	10	177	56497
938	23617	46	177	259887
938	23968	6	177	33898
938	38655	38	177	214689
938	38717	2	177	11299
938	41194	16	177	90395
939	5026	15	41	365854
939	14336	2	41	48780
939	14408	9	41	219512
939	14411	3	41	73171
939	22212	3	41	73171
939	29321	2	41	48780
939	38717	2	41	48780
942	41194	6	10	600000
953	5026	2	22	90909
953	34422	2	22	90909
954	14318	3	1923	1560
954	18403	2	1923	1040
954	38655	2	1923	1040
954	41056	1897	1923	986479
956	22928	3	5	600000
957	5026	2	11	181818
960	103	15	66	227273
960	13546	7	66	106061
960	14023	3	66	45455
960	15373	3	66	45455
960	38805	3	66	45455
960	40749	5	66	75758
960	41194	5	66	75758
962	20921	2	16	125000
962	38655	3	16	187500
963	5026	2	43	46512
963	14318	3	43	69767
963	20921	2	43	46512
963	41194	4	43	93023
976	2701	14	464	30172
976	5026	4	464	8621
976	14318	11	464	23707
976	15373	6	464	12931
976	21471	19	464	40948
976	25852	7	464	15086
976	31743	7	464	15086
976	36945	6	464	12931
976	38727	5	464	10776
976	40004	13	464	28017
976	40732	6	464	12931
976	41194	58	464	125000
978	14318	5	51	98039
978	20921	6	51	117647
978	37313	2	51	39216
978	38717	5	51	98039
986	348	3	295	10169
986	1648	3	295	10169
986	5026	9	295	30508
986	13546	8	295	27119
986	14318	12	295	40678
986	16212	4	295	13559
986	20921	8	295	27119
986	21278	3	295	10169
986	21471	7	295	23729
986	23617	16	295	54237
986	38655	8	295	27119
986	38717	7	295	23729
986	38801	10	295	33898
986	41194	65	295	220339
987	5026	4	248	16129
987	12383	37	248	149194
987	12625	6	248	24194
987	15373	59	248	237903
987	17833	2	248	8065
987	20883	13	248	52419
987	20921	4	248	16129
987	22785	2	248	8065
987	25338	15	248	60484
987	36584	5	248	20161
987	38717	5	248	20161
987	38801	3	248	12097
988	2699	293	595	492437
988	2711	5	595	8403
988	3363	165	595	277311
988	3366	3	595	5042
988	4667	2	595	3361
988	23355	50	595	84034
988	26297	36	595	60504
988	38733	3	595	5042
991	41194	2	4	500000
1011	38805	2	9	222222
1018	41349	2	7	285714
1023	20921	2	3	666667
1028	103	2	60	33333
1028	14318	4	60	66667
1028	28041	2	60	33333
1028	41194	4	60	66667
1033	1034	2	144	13889
1033	5026	2	144	13889
1033	9209	2	144	13889
1033	13546	2	144	13889
1033	14318	4	144	27778
1033	20921	3	144	20833
1033	21471	5	144	34722
1033	23617	6	144	41667
1033	27949	2	144	13889
1033	31271	2	144	13889
1033	36584	2	144	13889
1033	38655	71	144	493056
1033	38717	6	144	41667
1033	41194	10	144	69444
1034	3366	2	72	27778
1034	14318	3	72	41667
1034	20921	5	72	69444
1034	21471	5	72	69444
1034	21674	2	72	27778
1034	23617	3	72	41667
1034	27116	2	72	27778
1034	38717	3	72	41667
1040	38667	2	2	1000000
1044	5026	23	437	52632
1044	13546	6	437	13730
1044	14318	10	437	22883
1044	14803	7	437	16018
1044	20921	18	437	41190
1044	21119	9	437	20595
1044	23617	8	437	18307
1044	29384	13	437	29748
1044	36305	8	437	18307
1044	36584	6	437	13730
1044	38655	78	437	178490
1044	38717	16	437	36613
1044	38805	54	437	123570
1044	41194	17	437	38902
1044	42109	9	437	20595
1049	5026	4	103	38835
1049	13546	3	103	29126
1049	14318	3	103	29126
1049	18676	2	103	19417
1049	18687	5	103	48544
1049	20921	3	103	29126
1049	21119	4	103	38835
1049	21471	9	103	87379
1049	23617	2	103	19417
1049	29904	3	103	29126
1049	36584	3	103	29126
1049	38717	2	103	19417
1049	41194	9	103	87379
1050	1060	2	71	28169
1050	14318	6	71	84507
1050	15373	2	71	28169
1050	20921	5	71	70423
1050	21471	6	71	84507
1050	28111	2	71	28169
1050	41194	22	71	309859
1057	5026	3	304	9868
1057	14657	7	304	23026
1057	15630	3	304	9868
1057	21958	24	304	78947
1057	22785	16	304	52632
1057	24167	10	304	32895
1057	24849	3	304	9868
1057	25809	28	304	92105
1057	25951	4	304	13158
1057	27500	3	304	9868
1057	37048	4	304	13158
1057	40558	4	304	13158
1058	36305	2	10	200000
1060	103	52	16794	3096
1060	5026	204	16794	12147
1060	13140	88	16794	5240
1060	13546	3252	16794	193641
1060	13801	288	16794	17149
1060	14318	82	16794	4883
1060	15373	44	16794	2620
1060	19351	53	16794	3156
1060	20921	241	16794	14350
1060	21119	5684	16794	338454
1060	22785	43	16794	2560
1060	23617	189	16794	11254
1060	26061	88	16794	5240
1060	36584	91	16794	5419
1060	41194	97	16794	5776
1071	103	2	64	31250
1071	5026	2	64	31250
1071	32828	2	64	31250
1083	103	5	30	166667
1083	20921	2	30	66667
1083	22785	3	30	100000
1083	41194	3	30	100000
1084	6581	2	55	36364
1084	14408	11	55	200000
1084	22212	3	55	54545
1084	22228	7	55	127273
1084	22231	2	55	36364
1084	22234	3	55	54545
1084	37313	4	55	72727
1084	41194	6	55	109091
1086	41194	2	9	222222
1091	14318	2	10	200000
1092	103	4	4	1000000
1093	21471	4	12	333333
1094	21967	2	211	9479
1094	21970	3	211	14218
1094	23617	2	211	9479
1094	26297	193	211	914692
1095	13546	2	48	41667
1095	21471	21	48	437500
1095	36219	2	48	41667
1095	41194	5	48	104167
1097	38655	37	41	902439
1098	23617	2	26	76923
1098	38717	2	26	76923
1098	41194	2	26	76923
1105	38717	3	9	333333
1117	14408	5	64	78125
1117	14411	9	64	140625
1117	19109	9	64	140625
1117	22212	13	64	203125
1117	22228	5	64	78125
1117	22231	2	64	31250
1117	23617	2	64	31250
1117	41194	3	64	46875
1119	22785	4	4	1000000
1124	9323	3	16	187500
1124	25717	2	16	125000
1127	5026	2	48	41667
1127	14318	2	48	41667
1127	21119	2	48	41667
1127	23617	9	48	187500
1127	29047	4	48	83333
1130	5026	2	10	200000
1133	3935	4	207	19324
1133	13140	2	207	9662
1133	14318	4	207	19324
1133	14674	2	207	9662
1133	20921	4	207	19324
1133	22785	24	207	115942
1133	22930	2	207	9662
1133	23617	3	207	14493
1133	23825	4	207	19324
1133	26183	2	207	9662
1133	26184	2	207	9662
1133	32996	7	207	33816
1133	39283	55	207	265700
